noticias,g1,1,0
noticias,g2,2,0
noticias,g3,3,0
noticias,g1,4,0
noticias,g2,5,0
noticias,g1,7,0
noticias,g2,8,0
noticias,g3,9,0
noticias,g1,10,0
noticias,g3,6,0
noticias,g2,11,0
noticias,g2,17,0
noticias,g3,12,0
noticias,g2,14,0
noticias,g1,13,0
noticias,g1,19,0
noticias,g3,27,0
noticias,g1,28,0
noticias,g2,23,0
noticias,g3,24,0
noticias,g1,25,0
noticias,g2,26,0
noticias,g2,20,0
noticias,g3,21,0
noticias,g1,43,0
noticias,g3,36,0
noticias,g3,30,0
noticias,g2,38,0
noticias,g1,37,0
noticias,g3,54,0
noticias,g1,22,0
noticias,g2,32,0
noticias,g2,47,0
noticias,g3,51,0
noticias,g3,42,0
noticias,g3,18,0
noticias,g1,49,0
noticias,g3,48,0
noticias,g1,31,0
noticias,g3,33,0
noticias,g2,65,0
noticias,g2,44,0
noticias,g3,39,0
noticias,g3,60,0
noticias,g1,34,0
noticias,g1,16,0
noticias,g3,45,0
noticias,g2,29,0
noticias,g2,35,0
noticias,g2,53,0
noticias,g2,50,0
noticias,g1,61,0
noticias,g2,59,0
noticias,g1,40,0
noticias,g2,56,0
noticias,g3,66,0
noticias,g1,46,0
noticias,g1,58,0
noticias,g3,63,0
noticias,g1,55,0
noticias,g1,64,0
noticias,g2,41,0
noticias,g1,52,0
noticias,g3,57,0
noticias,g2,62,0
noticias,g3,15,0
noticias,g2,86,0
noticias,g3,75,0
noticias,g1,67,0
noticias,g1,76,0
noticias,g3,84,0
noticias,g2,92,0
noticias,g2,89,0
noticias,g1,88,0
noticias,g2,80,0
noticias,g2,68,0
noticias,g2,74,0
noticias,g2,71,0
noticias,g2,83,0
noticias,g3,81,0
noticias,g1,73,0
noticias,g1,85,0
noticias,g2,77,0
noticias,g3,72,0
noticias,g3,102,0
noticias,g3,78,0
noticias,g1,82,0
noticias,g1,91,0
noticias,g3,90,0
noticias,g3,93,0
noticias,g1,97,0
noticias,g1,94,0
noticias,g3,105,0
noticias,g3,87,0
noticias,g1,79,0
noticias,g1,70,0
noticias,g3,108,0
noticias,g3,69,0
noticias,g3,99,0
noticias,g1,118,0
noticias,g2,98,0
noticias,g1,106,0
noticias,g1,103,0
noticias,g3,96,0
noticias,g2,101,0
noticias,g2,104,0
noticias,g1,112,0
noticias,g2,107,0
noticias,g2,119,0
noticias,g2,95,0
noticias,g1,115,0
noticias,g1,100,0
noticias,g2,110,0
noticias,g3,114,0
noticias,g2,113,0
noticias,g3,111,0
noticias,g3,117,0
noticias,g1,109,0
noticias,g3,120,0
noticias,g2,116,0
noticias,g3,126,0
noticias,g1,127,0
noticias,g1,133,0
noticias,g1,121,0
noticias,g3,123,0
noticias,g2,122,0
noticias,g2,128,0
noticias,g3,132,0
noticias,g3,129,0
noticias,g2,125,0
noticias,g2,131,0
noticias,g1,124,0
noticias,g2,143,0
noticias,g1,136,0
noticias,g2,134,0
noticias,g2,137,0
noticias,g3,135,0
noticias,g2,140,0
noticias,g3,138,0
noticias,g1,142,0
noticias,g3,141,0
noticias,g1,139,0
noticias,g1,130,0
noticias,g3,147,0
noticias,g3,144,0
noticias,g1,148,0
noticias,g2,155,0
noticias,g2,146,0
noticias,g3,150,0
noticias,g1,151,0
noticias,g3,153,0
noticias,g1,145,0
noticias,g2,149,0
noticias,g1,157,0
noticias,g1,154,0
noticias,g3,156,0
noticias,g2,152,0
noticias,g2,158,0
noticias,g3,162,0
noticias,g1,160,0
noticias,g2,164,0
noticias,g2,167,0
noticias,g2,176,0
noticias,g3,174,0
noticias,g3,159,0
noticias,g1,166,0
noticias,g1,175,0
noticias,g3,189,0
noticias,g3,165,0
noticias,g1,172,0
noticias,g2,170,0
noticias,g3,168,0
noticias,g3,177,0
noticias,g2,173,0
noticias,g2,161,0
noticias,g1,169,0
noticias,g1,187,0
noticias,g1,178,0
noticias,g1,163,0
noticias,g1,181,0
noticias,g3,171,0
noticias,g3,180,0
noticias,g3,183,0
noticias,g2,179,0
noticias,g1,190,0
noticias,g2,185,0
noticias,g2,194,0
noticias,g2,182,0
noticias,g3,192,0
noticias,g2,188,0
noticias,g1,184,0
noticias,g1,193,0
noticias,g3,198,0
noticias,g1,196,0
noticias,g3,195,0
noticias,g2,191,0
noticias,g3,186,0
noticias,g3,201,0
noticias,g1,199,0
noticias,g2,200,0
noticias,g2,197,0
noticias,g1,202,0
noticias,g1,217,0
noticias,g2,206,0
noticias,g1,211,0
noticias,g1,205,0
noticias,g3,210,0
noticias,g3,216,0
noticias,g2,203,0
noticias,g3,225,0
noticias,g2,221,0
noticias,g3,219,0
noticias,g2,212,0
noticias,g1,223,0
noticias,g3,213,0
noticias,g1,214,0
noticias,g3,228,0
noticias,g3,204,0
noticias,g1,208,0
noticias,g1,226,0
noticias,g3,207,0
noticias,g2,218,0
noticias,g2,227,0
noticias,g2,224,0
noticias,g3,222,0
noticias,g1,229,0
noticias,g1,220,0
noticias,g2,209,0
noticias,g2,215,0
noticias,g2,230,0
noticias,g3,231,0
noticias,g1,235,0
noticias,g3,243,0
noticias,g1,232,0
noticias,g3,234,0
noticias,g3,240,0
noticias,g2,242,0
noticias,g2,239,0
noticias,g1,241,0
noticias,g1,238,0
noticias,g2,245,0
noticias,g3,237,0
noticias,g1,250,0
noticias,g2,236,0
noticias,g1,244,0
noticias,g1,247,0
noticias,g2,233,0
noticias,g2,254,0
noticias,g2,251,0
noticias,g2,248,0
noticias,g3,249,0
noticias,g3,246,0
noticias,g1,256,0
noticias,g1,253,0
noticias,g2,257,0
noticias,g3,255,0
noticias,g1,268,0
noticias,g3,267,0
noticias,g1,259,0
noticias,g2,269,0
noticias,g2,260,0
noticias,g3,252,0
noticias,g2,272,0
noticias,g2,266,0
noticias,g3,261,0
noticias,g3,264,0
noticias,g3,276,0
noticias,g3,258,0
noticias,g3,273,0
noticias,g3,270,0
noticias,g2,275,0
noticias,g1,265,0
noticias,g1,262,0
noticias,g2,263,0
noticias,g1,271,0
noticias,g1,274,0
noticias,g1,277,0
noticias,g3,279,0
noticias,g1,283,0
noticias,g2,281,0
noticias,g1,280,0
noticias,g2,278,0
noticias,g3,282,0
noticias,g3,285,0
noticias,g2,284,0
noticias,g2,296,0
noticias,g1,289,0
noticias,g3,294,0
noticias,g1,298,0
noticias,g2,293,0
noticias,g3,288,0
noticias,g1,292,0
noticias,g3,297,0
noticias,g2,290,0
noticias,g3,300,0
noticias,g2,299,0
noticias,g1,295,0
noticias,g1,286,0
noticias,g3,291,0
noticias,g2,287,0
noticias,g2,302,0
noticias,g1,304,0
noticias,g3,303,0
noticias,g3,306,0
noticias,g2,305,0
noticias,g1,301,0
noticias,g2,308,0
noticias,g1,313,0
noticias,g3,312,0
noticias,g2,311,0
noticias,g2,320,0
noticias,g3,315,0
noticias,g1,307,0
noticias,g3,309,0
noticias,g1,319,0
noticias,g3,318,0
noticias,g1,316,0
noticias,g3,321,0
noticias,g2,314,0
noticias,g1,325,0
noticias,g2,317,0
noticias,g2,323,0
noticias,g1,310,0
noticias,g2,329,0
noticias,g1,322,0
noticias,g3,324,0
noticias,g3,327,0
noticias,g2,326,0
noticias,g1,328,0
noticias,g1,331,0
noticias,g3,330,0
noticias,g2,332,0
noticias,g3,333,0
noticias,g1,337,0
noticias,g2,335,0
noticias,g2,341,0
noticias,g3,336,0
noticias,g1,340,0
noticias,g2,338,0
noticias,g1,346,0
noticias,g3,339,0
noticias,g1,343,0
noticias,g2,344,0
noticias,g1,334,0
noticias,g3,345,0
noticias,g3,342,0
noticias,g3,354,0
noticias,g3,357,0
noticias,g2,347,0
noticias,g1,355,0
noticias,g2,353,0
noticias,g3,351,0
noticias,g2,356,0
noticias,g1,358,0
noticias,g2,362,0
noticias,g3,348,0
noticias,g1,349,0
noticias,g2,350,0
noticias,g1,352,0
noticias,g3,360,0
noticias,g1,361,0
noticias,g3,363,0
noticias,g2,359,0
noticias,g2,365,0
noticias,g1,364,0
noticias,g1,367,0
noticias,g2,368,0
noticias,g1,370,0
noticias,g2,371,0
noticias,g3,369,0
noticias,g3,366,0
noticias,g3,372,0
noticias,g1,373,0
noticias,g1,382,0
noticias,g1,394,0
noticias,g3,393,0
noticias,g1,388,0
noticias,g2,374,0
noticias,g2,392,0
noticias,g3,375,0
noticias,g3,384,0
noticias,g2,377,0
noticias,g2,383,0
noticias,g2,395,0
noticias,g1,385,0
noticias,g3,390,0
noticias,g3,378,0
noticias,g3,387,0
noticias,g1,397,0
noticias,g1,376,0
noticias,g2,389,0
noticias,g2,386,0
noticias,g1,379,0
noticias,g2,380,0
noticias,g3,399,0
noticias,g1,391,0
noticias,g3,381,0
noticias,g2,398,0
noticias,g1,403,0
noticias,g2,401,0
noticias,g1,400,0
noticias,g2,404,0
noticias,g3,396,0
noticias,g3,402,0
noticias,g2,407,0
noticias,g3,405,0
noticias,g3,408,0
noticias,g3,417,0
noticias,g1,406,0
noticias,g1,415,0
noticias,g1,409,0
noticias,g2,410,0
noticias,g3,414,0
noticias,g1,412,0
noticias,g1,418,0
noticias,g2,413,0
noticias,g3,411,0
noticias,g1,421,0
noticias,g2,419,0
noticias,g2,416,0
noticias,g1,424,0
noticias,g3,420,0
noticias,g3,423,0
noticias,g3,426,0
noticias,g1,427,0
noticias,g1,433,0
noticias,g2,428,0
noticias,g3,429,0
noticias,g2,425,0
noticias,g2,422,0
noticias,g3,432,0
noticias,g2,431,0
noticias,g2,434,0
noticias,g1,430,0
noticias,g1,445,0
noticias,g3,441,0
noticias,g1,436,0
noticias,g2,437,0
noticias,g3,435,0
noticias,g3,438,0
noticias,g1,439,0
noticias,g3,444,0
noticias,g2,440,0
noticias,g1,442,0
noticias,g2,443,0
noticias,g1,448,0
noticias,g2,449,0
noticias,g2,446,0
noticias,g3,450,0
noticias,g3,447,0
noticias,g2,452,0
